ཀ|{stambha}
བཀད་པ|{1) maNDapa 2) lusta (?)}
བཀབ་འགེགས་པ|{1) avaSTabdha 2) uSita (?) 3) channa 4) pracchanna}
བཀབ་པ|{1) asIbratta (?) 2) channa 3) pihita 4) pracchanna5) bardita (?) 6) braryaM}
ལུས་གཟུགས་བཀབ་པ|{nepatthita}
བཀབ་བཞིན|{prAvRta}
བཀའ|{1) AjJA 2) AjJAyin 3) vacana 4) vacas 5) vAkya 6) vAc 7) zAsana}
སངས་རྒྱས་ཀྱི་བཀའ|{buddhavacana}
བཀའ་བཀྱོན་པ|{1) nigraha 2) nirbhartsana}
ཁྲིམས་ཀྱི་སྐབས་སུ་བཀའ་ཁྲིམས་བཅའ|{maryAdaM vyavasthApayanti}
བཀའ་གྲོས་བྱེད|{AlocanAM karoti}
བཀའ་བགྲོ་བ|{saGgati}
བཀའ་འགྲོ|{saGgati}
བཀའ་འགྲོས་བྱེད|{AlocanAM cakre (?)}
དཀའ་བསྒོ|{AjNA}
དཀའ་བསྒོ་བ|{1) AjNAsaMkathA 2) Ahava}
བཀའ་མཆིད|{1) udanta 2) kathA 3) pravAda 4) lapita 5) SaMkathA}
སྐྱེ་བོའི་བཀའ་མཆིད|{janapravAda}
བཀའ་མཆིད་དམ་པ་བདུད་རྩི|{paramAmRtakathA}
བཀའ་མཆིད་རྣམ་པར་གཏན|{kathAvimarSa}
བཀའ་ཉན་པ|{AjJAkara}
བཀའ་བཏབས|{naimittavid}
ཁྲིམས་བསྒྲགས་པ|{naimittavid}
བཀད་བཏབས|{naimittavid}
བཀའ་དྲིན|{1) parigraha 2) prasAda}
འཇམ་དབྱངས་བཀའ་དྲིན་གིཡས|{paJjughoSaparigrahAt}
བཀའ་དྲིན་མཛོད|{prasIda}
བཀའ་གདམས་པ|{AjJAdezanA}
ཁྱུང་སེར་བཀའ་གདམས་ལུགས|{pIta garuDa}
བཀའ་བློ་བདེ་བ|{suvacas}
བཀའ་བློ་མི་བདེ་བ|{1) durvacas 2) daurvacasya}
དཀའ་བློན|{AmAtya}
དཀའ་དབང|{mantrin}
དཀའ་སྩལ|{1) ukta 2) jagAda}
སངས་རྒྱས་བཀའ་སྩལ|{buddhokta}
དཀའ་སྩལ་ཏོ|{1) avocat 2) UcuH}
དཀའ་སྩལ་པ|{1) agadat 2) avadat 3) avocat 4) Amantrayate 5) Amantrayate sma 6) Aha 7) ukta 8) bhASante 9) vacana}
དེ་སྐད་ཅེས་བཀའ་སྩལ་པ་དང|{evamukte}
དཀའ་སྩལ་པའི་དོན|{vacanArtha}
དཀའ་སྩལ་བ|{1) abhASat 2) avocat 3) Amantrayate 4) AmantrayAmAsa 5) uvAca 6) babhASe 7) vyAkhyAta}
བཀའ་བཞིན་བྱེད་པ|{AjNAkara}
བཀའ་བཞིན་འཚལ|{1) evam 2) evaM bhavatu}
བཀའ་ཡང་དག་པའི་ཚད་མ་ཞེས་བྱ་བ་མཁའ་འགྲོ་མའི་མན་ངག|{AjJAsamyakpramANa nAma DAkinyupadeza}
བཀའ་ཡང་དག་པའི་ཚད་མ་ལས་མདོ་བཏུས་པ|{samyagvAkpramANoddhRtasUtra}
བཀའ་ལ་ཉན་པ|{A zrava}
བཀའ་ལ་གཏོགས་པ|{mantrin}
བཀའ་ལུང|{1) AkhyAyika 2) ziSTi}
བཀའ་ལུན|{AjJA}
སྟོན་པའི་བཀའ་ལུན་གིས|{zAsturAjJvA}
བཀའི་མཇུག་ཁོ་ནར|{vAco 'vasAna}
བཀར་བཏགས|{naimittavid}
བཀར་བཏོགས་པ|{nimittavedana}
བཀར་བ|{uccATana}
བཀལ་ཏེ|{Aropya}
བཀལ་ནས|{1) upanAmya 2) saM}
བཀས|{1) pATana 2) saura (?)}
བཀས་པ|{1) pATana 2) pracchinna 3) sphuTa}
བཀུག་སྟེ|{AhUya}
བཀུག་ནས|{kuSitvA (?)}
བཀུག་པ|{AkRSTa}
བཀུམ་མོ|{praghAtita}
གོར་མ་བཀུམ་པར|{niyatam}
དགྲ་བཅོམ་པ་དག་བཀུམ་པ|{arhadvadha}
བཀུམ་པར་གྱུར|{praghAtita}
བཀུམ་བ|{saGkoca}
ཡུངས་མར་བཀང་བའི་སྣོད་བཀུར|{tailapAtradhara}
བདག་ནི་བཀུར་འགྱུར་འདི་ལ་མིན|{pUjito 'hamayaM}
བཀུར་སྟི|{1) citrIkaraNatA 2) paricaryA 3) bhakta 4) bhakti 5) mAna 6) mAnya 7) satkAra 8) satkRtya 9) sevA}
བཀུར་སྟི་བགྱི|{satkartavya}
བཀུར་སྟི་བཅས|{satkRta}
བཀུར་སྟི་བྱ་བ|{satkAra}
བཀུར་སྟི་བྱེད་པ|{satkariSyati}
བཀུར་བསྟི|{1) gaurava 2) satkAra}
བཀུར་བསྟིར་བྱེད་པ|{satkAra}
བཀུར་འདེབས|{1) kalaGka 2) nindA (?)}
བཀུར་བ|{1) apacita 2) upAsituM 3) pUjyate 4) mahita 5) satkRta 6) sammAna 7) sammAnya 8) stobha 9) stobhita 10) stomita 11) prazaMsita}
བཀུར་བར་འགྱུར|{pUjyate}
བཀུར་བས་ལས|{prakriyA}
བཀུར་བྱས|{satkriyate}
བཀུར་ཚིག|{stotra}
བཀུར་འོད|{pratIkSA}
བཀུས་ཏེ་བོར་བ|{pUtimukta}
བཀོད|{1) sunikSipta 2) sacanA 3) racita 4) viyUta 5) vyavasthApita 6) sthApita 7) sthApyate}
ཞིང་རྣམས་བཀོད|{kSetraviyUha}
དགེ་འདུན་ལ་བབ་པར་བཀོད་དོ|{sAghaprAgbhArA vyavasthApitaH}
བཀོད་ནས|{upaksIpya}
བཀོད་པ|{1) aJca (?) 2) avasakta 3) upanyasta 4) nirmANa 5) nyasta 6) nyAsa 7) pratiSThApayati 8) maNDapa 9) racanA 10) racita 11) vANi (?) 12) viyUha 13) vyUha 14) sandarma 15) salagam (?) 16) sthApita}
ཞིང་བཀོད་པ|{kSetraviyUha}
རྒྱལ་པོའི་བཀོད་པ|{rAjavyUha}
ཡོན་ཏན་བཀོད་པའི་རྒྱན|{guNavyUhAlaGkAra}
དབྱིངས་སུ་བཀོད་པ|{saMniveza}
བཀོད་པ་ཀུན་ལ་དགའ་བའི་རང་བཞིན་གྱི་ཚུལ་བསྟན་དོ|{sarvavyUharatisvabhAvanayasaMdarzana}
བཀོད་པ་གཅིག་པ|{ekavyUho}
བཀོད་པ་ཆེན་པོ|{mahAvyUho}
བཀོད་པ་མཐའ་ཡས|{anantavyUha}
བཀོད་པ་མཛེས་པ|{laDitavyUha}
བཀོད་པ་ལ་བརྟེན་པ|{vyUhaniSrita}
བཀོད་པའི་རྒྱལ་པོ|{vyUharAja}
བཀོད་པའི་གནས|{vyUhAzraya}
བཀོད་མ|{gandharva}
བཀོད་མའི་ཆུ|{prasravaNodaka}
དབང་མེད་གཞན་གྱི་བཀོལ་གྱུར་ཏེ|{sadA preSaNakAriNAM}
བཀོལ་ཏེ|{hitvA}
བཀོལ་ན|{AjJapya}
བཀོལ་བ|{abhizyAna}
བཀོལ་བར་གྱིས|{vAhaya}
བཀོལ་བར་བྱ་བ་ཉིད|{karmopakaraNatva}
བཀོལ་ཞིག|{auTada (?)}
བཀྱལ་བ|{sambhinna}
བཀྱལ་བའི་ངག|{1) pralApa 2) sambhinnapralApa}
བཀྱོན|{nigraha}
བཀྲ|{citra}
བཀྲ་ཆེན|{1) phalaka 2) mahAcitra}
སྐྱ་སྣར་བཀྲ་ཆེན|{mahAcitrapATala}
བཀྲ་བ|{1) karbura 2) citra 3) phalaka 4) vicitra 5) zabala}
བཀྲ་བའི་འོད་དཔག་ཅན|{citramekhalA}
བཀྲ་བར་འཛིན་པ|{citrIkAra}
བཀྲ་ཡར|{1) vibhakta 2) vibhakti}
བཀྲ་ཤིས|{1) atha 2) artharocanA 3) kauzuka (?) 4) citra 5) puNyArha 6) prakIrNaka 7) maGgala 8) maGgalya 9) lakSman 10) zakuna 11) zasta 12) zvora (?) 13) zaGkara (?) 14) siddhi 15) svasti 16) svastika}
བཀྲ་ཤིས་ཚིགས་སུ་བཅད་པ|{maGgalagAthA}
བཀྲ་ཤིས་ཀྱི་གསོ་སྦྱོང|{maGgalapoSadha}
བཀྲ་ཤིས་སྐྱེ་བའི་སྒྲོལ་མ|{maGgalotpAdana tArA}
བཀྲ་ཤིས་བརྒྱད་པ|{maGgalASTaka}
བཀྲ་ཤིས་ཅན|{1) agaru 2) maGgalyaka 3) svastika}
བཀྲ་ཤིས་ཆེན་པོའི་མདོ|{mahAmaGgalasUtra}
བཀྲ་ཤིས་བརྗོད་པ|{1) maGgalAcaraNa 2) maGgalokti}
བཀྲ་ཤིས་ལྡན|{1) maGgalamaya 2) maGgalin 3) svastika}
བཀྲ་ཤིས་ལྡན་པ|{maGgalin}
བཀྲ་ཤིས་སྣང་བའི་སྒྲོལ་མ|{maGgalAloka TarA}
བཀྲ་ཤིས་པ|{1) maGgala 2) maGgalya}
བཀྲས་ཤིས་པའི་རྫས|{1) maGgaladravya 2) svastikaprakaraNa 3) svastirUpaka}
བཀྲ་ཤིས་པར་གྱུར་ཅིག|{maGgalaM bhavatu}
བཀྲ་ཤིས་བྱང་ཆུབ|{maGgalabodhi}
བཀྲ་ཤིས་མ|{maGgalA}
བཀྲ་ཤིས་ཚིགས་སུ་བཅད་པ|{[ maGgalagAtha]}
བཀྲ་ཤིས་ཚུལ་ཁྲིམས|{maGgalazIla}
བཀྲ་ཤིས་ཚེ་རིང་མ|{maGgaladIrghAyus}
བཀྲ་ཤིས་རྫོགས་པ|{maGgalapUraNa}
བཀྲ་ཤིས་ཤོག|{maGgalaM bhavatu}
བཀྲ་ཤིས་སེང་གེ|{maGgalasiMha}
བཀྲ་ཤིས་ལྷུན་པོ|{maGgalakUTa}
བཀྲག|{ojas}
བཀྲག་མེད|{arokaH (?)}
བཀྲབ་པ|{bhaTTa}
བཀྲབས་པ|{1) bhaTa 2) bhaTTa}
བཀྲམ་པ|{1) abhyavakIrNa 2) avakIrNa 3) kukula (?) 4) parikIrNa 5) prakIrNa 6) prasAra 7) prastAraka}
མེ་ཏོག་བཀྲམ་པ|{puSpAvakIrNa}
བཀྲམས་པ|{AstIrNa}
བསྟིང|{AstIrNa}
བཀྲིབ|{1) Aneya 2) neya 3) veSTana}
གཞན་གྱིས་མི་བཀྲིབ|{Ananyaneya}
བཀྲི་བར་བྱ|{pravezaye}
བཀྲི་བར་མི་བཏུབ|{aneyatA}
བཀྲིས|{1) upagUDha 2) racita 3)}
བཀྲིས་ལྷུན|{maGgalakUTa}
བཀྲ་ཤིས་ལྷུན་པོ|{maGgalakUTa}
བཀྲིས་པ|{veSTita}
བཀྲུ་བ|{1) dhohi 2) nirmAdana 3) siJca 4) secana 5) snAta 6) snApan}
ཟླ་མཚན་བཀྲུ་བ|{RtusnAtA}
བཀྲུ་བའི་ས|{dhAvanikA}
ལུས་བཀྲུ་བར་བགྱིའོ|{susnAtagAtreNa bhavitavyam}
བཀྲུ་བར་གསོལ|{snApayantu}
བཀྲུ་སྨན|{virecana}
བཀྲུ་ཟིན|{kuNDalaka}
བཀྲུ་བཤལ་གྱི་སྣོད|{1) kuNDalaka 2) secanapAtra}
བཀྲུགས་པ|{1) mardita 2) virolita}
བཀྲུན་པ|{avaropita}
ལེགས་བཀྲུས|{susnAta}
བཀྲུས་ཏེ|{prakSAlya}
བཀྲུས་ནས|{1) prakSAlya 2) sUttvA, sagitva (?)}
བཀྲུས་པ|{1) anulipta 2) dhauta 3) pUta 4) sikta 5) paligodha}
ཙན་དན་མཆོག་གིས་བཀྲུས་པའི|{pravaracandanAnuliptasya}
བཀྲེན་ཆེན|{mahAdaridra}
བཀྲེན་པ|{1) kiMnAtha 2) kRpaNa 3) kSullaka 4) dIna}
བཀྲེན་པ་ཉིད|{daridratA}
བཀྲེས|{kSudh}
བཀྲེས་ངབ|{1) aTakkara 2) kSudhita}
བཀྲེས་ནས|{kSudhitvA}
བཀྲེས་པ|{1) kSudh 2) kSudhA 3) kSudhita 4) jidhatsA 5) jidhatsita 6) bubhukSA 7) bubhukSita}
བཀྲེས་པའི་མེ|{kSudhAgni}
བཀྲེས་བ་པོ|{ksUdhitvA}
བཀྲེས་ཤིང་སྐོམ་པ|{kSuttarSa}
མ་བཀྲོལ་བ|{aghaTTita}
བཀྲོལ་ཨོ|{vimocayeyam}
བཀྲོས|{vibheda}
བཀླག་པར་བྱ|{vAcayet}
བཀླགས་ཏེ|{vAcayitvA}
བཀླགས་པ|{1) adhIta 2) paTita 3) pATa}
བཀླགས་པ་འདོད|{jigAMsate}
བཀླགས་པས་གྲུབ་པ་བཅོམ་ལྡན་འདས་མ་འཕགས་མ་སོར་མོ་ཅན་ཞེས་བྱ་བ་རིག་པའི་རྒྱལ་པོ|{siddapaTitabhagavatI AryAGgulinAmavidyArAja}
རྐ|{kANa}
རྐང|{1) caraNa 2) pAda 3) maJjan}
རྐང་གི་བར་དུ་བཀཏ་བྱ་ཞིང|{pazya maJjAnamantataH}
རྐང་བཀོད|{pAdanyAsa}
རྐང་བཀྲ|{kalmASapada}
རྐང་གླིང|{barku (?)}
རྐང་མགོ|{padAgra}
རྐང་མགྱོགས་པ|{jaMghAcArika}
རྐང་འགོ|{pAtAla}
རྐང་འགྲོ|{1) patti 2) padaga}
རྐང་འགྲོས་པ|{padga}
རྐང་རྒྱན|{1) pAdakaTaka 2) pAdabharaNa 3) pAdopaga}
རྐང་བརྒྱད|{1) aSTApada 2) zarabha}
རྐང་གཅིག་པ|{1) ekapadI 2) ekapAda}
རྐང་གཉིས|{1) dvipad 2) dvisAkthya (?) 3) saGgu (?)}
རྐང་གཉིས་རྣམས་ཀྱི་མཆོག|{dvipadAnAM zreSThaH}
རྐང་གཉིས་གཙོ་བོ|{dvipadAnAmagraH}
རྐང་བཏུབ|{nUpura}
རྐང་རྟེན|{padAdhiSThAna}
ཁྲིའུ་རྐང་རྟེན|{pratipAdakam}
རྐང་ཐག|{dAmanI}
རྐང་ཐང|{1) patti 2) padAti}
རྐང་ཐང་རྟ་པ|{azvapadAtika}
རྐང་ཐང་སྣ་ཚོགས|{pAdAta}
རྐང་མཐིལ|{pAdatala}
རྐང་འཐུང|{pAdapa}
རྐང་འཐུང་དམར་པོ|{1) bhUtavRkSa 2) raktapAdapa}
རྐང་དཾ་རྒྱུད་པ|{majjA}
རྐང་དུང|{kohala (?)}
རྐང་དྲུག|{SaTpada}
རྐང་གདུབ|{1) nUpura 2) maJjIra}
རྐང་གདུབ་ཅན|{nUpura}
རྐང་གདུབ་ཅན་ཞབས|{nUpurapAda}
རྐང་རྡུམ|{laGga}
རྐང་རྡུམ་དུ་མི་འགྱུར|{na laGgo bhavati}
རྐང་པ|{1) aGghri 2) caraNa 3) pad 4) pada 5) padya 6) pAda 7) maNDapa 8) zaGku}
སྦྲང་བུའི་རྐང་པ་ལག|{mazakapAda}
རྫུ་འཕུལ་གྱི་རྐང་པ|{RddhipAda}
རྫུ་འཕྲུལ་གྱི་རྐང་པ་བཞི|{catvAra RddhipAda}
ར་རྐང་པ|{chagalapAda}
རབ་ཏུ་བྱེད་པའི་རྐང་པ|{prakaraNapAda}
རྐང་པ་བཀྲུ་བའི་ས|{pAdadhAvanikA}
རྐང་པ་བརྒྱ|{zatapadI}
རྐང་པ་གཉིས་ལ་ཕྱག་འཚལ་ཏེ|{pAdayornipatya}
རྐང་པ་འཐེང་པོ|{pAdena khaJjaH}
རྐང་པ་མི་གདང|{nAbhikSipya pAdaiH}
རྐང་པ་ལ་གཏོར་བའི་ཆུ|{pAdya}
རྐང་པ་གསུམ་ལྡན|{tripAdavat}
རྣམ་ཐོས་སྲས|{tripAdavat}
རྐང་པའི་འགྲོས|{padAkrama}
རྐང་པའི་དྲུང་ངུ|{pAdatale}
རྐང་པའི་འདུ་བྱེད|{padasaJcAra}
རྐང་པས|{padbhyAm}
རྐང་པས་རྒྱུ|{padaga}
རྐང་འཕོལ|{vipAdikA}
རྐང་བའི་མིག|{akSapAda}
རྐང་བྲལ|{vipanna}
རྐང་འབམ|{zlIpadI}
རྐང་འབྲས|{pAdasphoTa}
རྐང་སྦས|{gUdapat (?)}
རྐང་མང|{bahupad}
རྐང་མི་འགྲོ|{pannaga}
རྐང་མི་གདང|{na vikSipya pAdau}
རྐང་མིག|{akSapAda}
རྐང་མིག་ཅན|{akSapAda}
རྐང་མེད|{apAda}
རྐང་དམག|{padAti}
རྐང་རྩེ|{padAgra}
རྐང་བཞི་པ|{ccatuSpada}
རྐང་ལག་བཞི|{catuSkumbhika}
རྐང་ཤུ|{1) vicarcikA 2) pAman}
རྐན|{1) kAkuda 2) jihvA 3) tAli}
རྐུ|{1) steya 2) haraNa}
རྐུ་ཐབས་སུ་གནས་པ|{steyasaMvAsika}
རྐུ་བ|{1) corayati 2) caurika 3) nirlopApahAraka, nirlopahAraka 4) muSaNatA 5) steya}
རྐུ་བ་པོ|{muSitvA}
རྐུ་བའི་ལས|{caurya}
རྐུ་བར་འགྲང་བ|{steyasaMkhyAta}
རྐུ་བར་བྱེད|{corayati}
རྐུ་བྱེད་པ|{moSa}
རྐུ་སེམས|{steyacitta}
རྐུན་ཆུང་མོ|{hartrI}
རྐུན་དོང|{palANaDu}
རྐུན་པོ|{1) caura 2) taskar 3) dasyu 4) muSaka}
ཆོས་རྐུན་པོར་གྲགས་པ|{cauro dhvajabaddhakaH}
རྐུན་པོས་ཕྲོགས་བཞིན|{muSitAH}
རྐུན་མ|{steya}
རྐུན་མ་དང་ལྷན་ཅིག་འགྲོ་བ|{steyasArthagamana}
རྐུན་མ་ཕྱུང་བ|{cauraniSkAsana}
ཀུན་རྫས|{moSaka}
རྐུབ|{1) Asana 2) daNDi 3) pAyu 4) buli}
རྐུབ་ཚོས|{sphik}
རྐེ་བ|{mlAna}
རྐེད|{kaTi}
རྐེད་པ|{1) Ahara 2) udara 3) kaca (?) 4) kaTi 5) jaghana 6) pratizara (?)}
རྐེད་པ་གཞུའི་ཆང་གཟུང་ལྟར་ཕྲ་བ|{cApodarI}
རྐེད་པའི་སྲད་བུ|{kaTisUtra}
རྐོ|{1) mardana 2) vilikaTi}
ས་རྐོ|{mRnmardana}
རྐོ་མཁན|{khAtarUpakAra}
རྐོ་བ|{khAta}
རྐོ་བྱེད|{1) avadAraNa 2) kRSTa 3) vizikha}
རྐོ་མ|{stambhaghna}
རྐོ་མི|{khanaka}
རྐོས་མཁན|{khanaka}
རྐོང་པ|{dadruroga}
ཟ་རྐོང|{dadruroga}
རྐོར་ཆུག་ལ|{khAnayitvA}
རྐོས|{1) khanati 2) khanyate}
རྐོས་མཁན|{khanaka}
བརྐོས་མཁ|{khanaka}
རྐོ་མི|{khanaka}
རྐྱག|{mala}
རྐྱང|{1) acela 2) ekAkin 3) khara 4) gavaya 5) gaura 6) nagna 7) lIdhaM (?)}
རྐྱང་རྐྱང|{1) acela 2) ekAkin 3) nagna}
རྐྱང་པ|{1) acela 2) ekAkin 3) ekAnta 4) gadhya 5) cUrNika 6) tantra 7) nagna}
རྐྱང་འཕྱེས|{mahApadma}
རྐྱང་བ|{prasArita}
རྐྱོང་བ|{prasArita}
རྒྱན|{1) karaka 2) kuNDa}
རྐྱལ|{1) uDupa 2) plava 3) plavita 4) bhelaka}
རྐྱལ་ཅན|{zAlUra}
རྐྱལ་ཆེན|{kaivarta}
རྐྱལ་པ|{1) carmasthalI 2) citeya (?) 3) dRti 4) bhastrA 5) bhANDa}
རྐྱལ་བ|{saMtaraNa}
རྐྱལ་བྱེད|{pariplava (?)}
རྐྱལ་བྱེད་པ|{avagAhana}
རྐྱེན|{1) upalambha 2) kAraNa 3) pratyaya 4) prahANa 5) hetupratyaya}
རྒྱུ་གང་རྐྱེན་གང་དང|{kena hetuna kena kAraNena}
རྐྱེན་བཞི་པོ|{catvAraH pratyayAH}
རྒྱུ་རྐྱེན་ལ་འཇུག་པ་ཤེས་པ|{hetupratyyajJAna}
རྒྱུད་དེ་དང་རྐྱེན་དེས|{tena hetunA tena pratyayena}
རྒྱུ་མེད་རྐྱེན་མེད་པར|{ahetvpratyayam}
ཇི་སྲིད་རྐྱེན་ཚོགས|{yAvatpratyayasAmagrI}
རྐྱེན་གྱི་དངོས་པོ|{pratyayasvabhAva}
རྐྱེན་གྱི་སྟོབས|{pratyayabala}
རྐྱེན་གྱི་ཚིག|{pratyatapada}
རྐྱེན་གྱི་རང་བཞིན|{pratyayamaya}
རྐྱེན་གྱིས་བསྐུལ|{pratyayakopita}
རྐྱེན་གྱིས་གཅིག་དང་ཐ་དད་གཏམ་ཟེར|{ekatvAnyatvakathA}
རྐྱེན་གྱིས་རྣམ་པར་རྨོངས|{pratyayavihvala}
རྐྱེན་རྟོགས|{pratyekabuddha}
རྐྱེན་ཐུབ|{kSamin}
རྐྱེན་ངག་ལས་འགྱུར་བ|{pratyayotpAda}
རྐྱེན་ལྡན་པ|{pratyayavat}
རྐྱེན་དང་ཕྲད་པ|{samavadhAna}
རྐྱེན་དང་མི་ལྡན|{apratyayavat}
རྐྱེན་དུ་འཚམ|{anurUpa}
རྐྱེན་རྣམ་དང་ནི་འབྲེལ་བ|{pratyayasambaddha}
རྐྱེན་རྣམས་འགྲེལ|{1) apekSasaGkala 2) pratyayasaGkala}
རྐྱེན་སྣང་བར་བྱེད་པ|{pratyayAbhivyakti}
རྐྱེན་པ|{1) yava 2) saM}
རྐྱེན་མ་ཡིན་པའི་ཚིག|{apratyayapada}
རྐྱེན་མིན|{apratyaya}
རྐྱེན་མིན་རང་བཞིན|{apratyayamaya}
རྐྱེན་སྨན|{pratyayauSadhi}
རྐྱེན་རྩི|{pratyayauSadhi}
རྐྱེན་སྨན|{pratyayauSadhi}
རྐྱེན་གཞན|{pratyayAntara}
རྐྱེན་རང་བཞིན|{pratyayamaya}
