སྐུ་མ་རྙོངས་པ|a­bhugna­kukṣi­tā
སངས་རྒྱས་བཅོམ་ལྡན་འདས|bhagavān­buddha
སངས་རྒྱས་ཀྱི་རིགས|buddhakula
ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས|samyak­sambuddha
ངོ་བོ་ཉིད་སྐུ|svābhāvika­kāya
ཆོས་ཀྱི་སྐུ|dharmakāya
སྤྲུལ་པའི་སྐུ|nir­māṇa­kaya
གཟུགས་ཀྱི་སྐུ|rūpa­kāya
ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས|samyak­saṃ­buddha; samyak­sam­buddha­tva
ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས|samyak­saṃ­buddha; samyak­sam­buddha­tva
རང་བཞིན་གནས་རིགས|pra­kṛti­ṣṭha­gotra
རིགས་ཀྱི་ས|gotra­bhūmi
སངས་རྒྱས་ཀྱི་མིག|buddha­cakṣuḥ
སངས་རྒྱས་རྗེས་སུ་དྲན་པ|buddhānu­smṛti
སངས་རྒྱས་གྱི་ཆོས་མ་འདྲེས་པ|āveṇika­buddha­dharma
སངས་རྒྱས་ཀྱི་ཆོས|buddhadharmāḥ
སངས་རྒྱས་གྱི་ཆོས་མ་འདྲེས་པ|āveṇika­buddha­dharma
ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས|samyaksaṃbuddha
འབྲས་བུ་ཆོས་སྐུ|dharma­kāya
ལོངས་སྤྱོད་རྫོགས་པའི་སྐུ|sam­bhoga­kāya
སངས་རྒྱས་དཀོན་མཆོག|buddha­ratna
སངས་རྒྱས་ཀྱི་ཆོས་མ་འདྲེས་པ་བཅོ་བརྒྱད|aṣṭādaśāveṇika­buddha­dharma
སངས་རྒྱས་ཀྱི་ཆོས་མ་འདྲེས་པ་བཅོ་བརྒྱད|aṣṭā­daśāveṇika­buddha­dharma
སངས་རྒྱས་ཀྱི་ཆོས་མ་འདྲེས་པ་བཅོ་བརྒྱད|aṣṭā­daśāveṇika­buddha­dharma
སངས་རྒྱས་ཀྱི་ཆོས་མ་འདྲེས་པ་བཅོ་བརྒྱད|18 āveṇika­buddha­dharma
ཡེ་ཤེས་ཆོས་སྐུ|jñānad­harma­kāya
སངས་རྒྱས་ཀྱི་ཆོས་མ་འདྲེས་པ་བཅོ་བརྒྱད|aṣṭā­daśāveṇikā­buddha­dharmāḥ
སྤྲུལ་པའི་སྐུ|nir­māṇa­kaya
ངོ་བོ་ཉིད་སྐུ|svābhāvika­kāya
གཟུགས་ཀྱི་སྐུ|rūpa­kāya
ལོངས་སྤྱོད་རྫོགས་པའི་སྐུ|sam­bhoga­kāya
ཡེ་ཤེས་ཆོས་སྐུ|jñānad­harma­kāya
ཆོས་ཀྱི་སྐུ|dharmakāya
འབྲས་བུ་ཆོས་སྐུ|dharma­kāya
སངས་རྒྱས་ཀྱི་ཆོས|buddhadharmāḥ
སངས་རྒྱས་ཀྱི་ཞིང|buddha­kṣetra
སངས་རྒྱས་ཀྱི་ཆོས|buddhadharma
སངས་རྒྱས་ཀྱི་ཆོས|buddhadharma
སངས་རྒྱས་ཀྱི་ཞིང|buddhakṣetra
སངས་རྒྱས་ཀྱི་ཞིང|buddhakṣetra
ཞིང་ཁམས|kṣetra
སངས་རྒྱས་བསྐྱང|Buddhapālita
སངས་རྒྱས་བསྐྱང|Buddhapālita
སངས་རྒྱས་འཚོ|Buddharakṣita
སངས་རྒྱས་འཚོ|Buddharakṣita
སངས་རྒྱས་ཕལ་པོ་ཆེ|Buddhāvataṃsaka
སངས་རྒྱས་ཕལ་པོ་ཆེ|Buddhāvataṃsaka
སངས་རྒྱས་ཕལ་པོ་ཆེ|buddhāvataṃsaka
སངས་རྒྱས་ཀྱི་ཐེག་པ|buddhayāna
སངས་རྒྱས་ཀྱི་ཐེག་པ|buddhayāna
སངས་རྒྱས་དཔལ|buddhiśrī
སངས་རྒྱས་དཔལ|buddhiśrī
ཧི་ལ་མི་ཅི|hilamocī
སྒྲོན་མ་འབར་བ|jvalanolkā
སྡོང་དུམ་ཚིག་པ|dagdha­sthūṇā­kṛti
སྦྱིན་སྲེག|homa
བྱ་སྐྱིབས་སུ་བྱས་པ|kṛtaprāgbhāra
བུསྤ|busā
བུསྤ|busā
ཨ་པ་ར་ཛི|aparājitā
ཨ་པ་ར་ཛི་ཏ་དཀར་པོ|śvetāparajitā
དཔྱིད་བཟླ་དང་པོ|Caitra
དཔྱིད་བཟླ་དང་པོ|Caitra
མཆོད་རྟེན|caitya
མཆོད་རྟེན|stūpa; caitya
མཆོད་རྟེན|stūpa; caitya
མཆོད་རྟེན|caitya; cetiya
མཆོད་རྟེན|caitya; cetiya
མཆོད་རྟེན|caitya
མཆོད་རྟེན|caitya
འོད་འཕྲོའི་ཏོག|Caityaka
འོད་འཕྲོའི་ཏོག|Caityaka
འཁོར་ལོ|cakra
འཁོར་ལོ|cakra
མེ་ཏོག་འཁོར་ལོ|cakra
མེ་ཏོག་འཁོར་ལོ|cakra
ཁོར་ཡུག|Cakravāḍa
ཁོར་ཡུག|Cakravāḍa
འཁོར་ཡུག|Cakravāla; Cakravāḍa
འཁོར་ཡུག|cakravāḍa
འཁོར་ཡུག|cakravāḍa
འཁོར་ཡུག|Cakravāla; Cakravāḍa
འཁོར་ཡུག|Cakravāla; Cakravāḍa
ཁོར་ཡུག|Cakravāla
ཁོར་ཡུག|Cakravāla
འཁོར་ཡུག|Cakravāla
ཁོར་ཡུག|Cakravāla
ཁོར་ཡུག|Cakravāla
འཁོར་ཡུག|Cakravāla
གྲོང་ཁྱེར་འཁོར་ཡུག|Cakravālapur
གྲོང་ཁྱེར་ཁོར་ཡུག|cakravālapur
གྲོང་ཁྱེར་ཁོར་ཡུག|cakravālapur
ཁོར་ལོས་སྒྱུར་བའི་རྒྱལ་པོ|cakravartin
འཁོར་ལོས་སྒྱུར་བ|cakravartin
འཁོར་ལོས་སྒྱུར་བ|cakravartin
འཁོར་ལོས་སྒྱུར་བ|cakravartin
འཁོར་ལོས་སྒྱུར་བ|cakravartin
འཁོར་ལོས་སྒྱུར་བ|cakravartin
འཁོར་ལོས་སྒྱུར་བ|cakravartin
འཁོར་ལོས་སྒྱུར་བ|cakravartin
འཁོར་ལོས་སྒྱུར་བ|cakravartin
རྣམ་པར་གནོད་པར་བྱེད་པ|upa­dravataḥ
གོ་སྐོན|saṃnāhayati
ཞི་བ|śānti
ཞི་གནས|śamatha
ཞི་གནས|śamatha
མ་ཞི་བ|a­śānta
ཤིན་ཏུ་ཞི་བ|ati­pra­śānta
ཞི་གནས|śamatha
ཞི་གནས|śamatha
ཞི་བ|śānti
ཕྲ་མ་རྡོ་རྗེ་མ|Piśunavajrī
བྱིན་པ་རི་དགས་ཨེནེཡའི་ལྟ་བུ་དང་ལྡན་པ|eṇeya­jaṅgha­tā
ཙམ་པ|Campā
ཙམ་པ|Campā
ཙམ་པ་ཀ|campaka
ཙམ་པ་ཀ|campaka
ཙམ་པ་ཀ|campaka
ཙམ་པ་ཀ|campaka
ཙམ་པ་ཀ|campaka
མེ་ཏོག་ཙམ་པ་ཀའི་ཁ་དོག|Campakavarṇā
མེ་ཏོག་ཙམ་པ་ཀའི་ཁ་དོག|Campakavarṇā
ག་བུར|karpūra
ཀ་སྟུ་ར|karpūra
ཙ་མུཎྜཱ|Cāmuṇḍā
ཙ་མུཎྜཱ|Cāmuṇḍā
གདོལ་པ་མོ|Caṇḍā
གདོལ་པ་མོ|Caṇḍā
གདོལ་མ་གཏུམ་མོ|Caṇḍa Caṇḍālinī
གདོལ་མ་གཏུམ་མོ|Caṇḍa Caṇḍālinī
གདོལ་པ|caṇḍāla
གདོལ་པ|caṇḍāla
གདོལ་བའི་རིགས|caṇḍāla
གཏུམ་མོ|Caṇḍālikā
གཏུམ་མོ|Caṇḍālikā
ཙན་དན|Candana
ཙན་དན|Candana
ཙན་དན|candana
ཙནྡན|Candana
ཙནྡན|Candana
ཙནྡན་ཨ་བར་ཏ་ཀ|candana āvartana
ཙན་དན་གྱི་དཔལ|candanaśrī
ཙན་དན་གྱི་དཔལ|candanaśrī
ཙན་དན་གྱི་མེ་ཏོག་གཟི་བརྗིད་སྐར་འོད་ཀྱི་དཔལ|Candana­kusuma­tejo­nakṣatra­prabhāsa­śrī
ཙན་དན་གྱི་མེ་ཏོག་གཟི་བརྗིད་སྐར་འོད་ཀྱི་དཔལ|Candana­kusuma­tejo­nakṣatra­prabhāsa­śrī
གཏུམ་པོ་ཁྲོ་བོ་ཆེན་པོ|Caṇḍa­mahā­roṣaṇa; Caṇḍaroṣa; Caṇḍa
གཏུམ་པོ་ཁྲོ་བོ|Caṇḍa­mahā­roṣaṇa; Caṇḍaroṣa; Caṇḍa
གཏུམ་པོ|Caṇḍa­mahā­roṣaṇa; Caṇḍaroṣa; Caṇḍa
གཏུམ་པོ་ཁྲོ་བོ་ཆེན་པོ|Caṇḍa­mahā­roṣaṇa; Caṇḍaroṣa; Caṇḍa
གཏུམ་པོ་ཁྲོ་བོ|Caṇḍa­mahā­roṣaṇa; Caṇḍaroṣa; Caṇḍa
གཏུམ་པོ|Caṇḍa­mahā­roṣaṇa; Caṇḍaroṣa; Caṇḍa
གཏུམ་མོ|Caṇḍī
གཏུམ་མོ|Caṇḍī
ཟླ་བ|Candra
ཟླ་བ|Candra
མེ་ཏོག་ཟླ་བ|candra
མེ་ཏོག་ཟླ་བ|candra
རི་བོང་ཅན|śaśin; candra
ཟླ་བ|śaśin; candra
ཟླ་བ|Candra
ཟླ་བ|Candra
ཟླ་བ|Candra
ཟླ་བ|Candra
ཟླ་བའི་སྒྲོན་མ|candra­vimala candra pra­dīpa
ཟླ་བ|Candra
ཟླ་བ|Candra
མེ་ཏོག་ཟླ་བ|candra
མེ་ཏོག་ཟླ་བ|candra
རི་བོང་ཅན|śaśin; candra
ཟླ་བ|śaśin; candra
ཟླ་བ|Candra
ཟླ་བ|Candra
ཟླ་བ|Candra
ཟླ་བ|Candra
ཟླ་བའི་སྒྲོན་མ|candra­vimala candra pra­dīpa
ཟླ་བའི་འོད་ཟེར|Candrabhānu
ཟླ་བའི་འོད་ཟེར|Candrabhānu
ཟླ་བ་འབྱོར་པ|Candrabhūti
ཟླ་བ་འབྱོར་པ|Candrabhūti
ཟླ་གདུགས|Candracchattra
ཟླ་གདུགས|Candracchattra
ཟླ་བའི་གླིང|Candradvīpa
ཟླ་བའི་གླིང|Candradvīpa
ཟླ་འོད་མ|Candrakāntā
ཟླ་འོད་མ|Candrakāntā
ཟླ་བ་ལྟར་མཛེས་མ|Candrakāntā
ཟླ་བ་ལྟར་མཛེས་མ|Candrakāntā
ཟླ་བ་གྲགས་པ|Candrakīrti
ཟླ་བ་གྲགས་པ|Candrakīrti
ཟླ་བ་གྲགས་པ|Candrakīrti
ཟླ་བ་གྲགས་པ|Candrakīrti
ཟླ་བ་གྲགས་པ|Candrakīrti
ཟླ་བ་གྲགས་པ|Candrakīrti
ཟླ་བའི་ཞལ|Candrānana
ཟླ་བའི་ཞལ|Candrānana
ཟླ་བའི་འོད|Candraprabha
ཟླ་བའི་འོད|Candraprabha
ཟླ་འོད|Candraprabha
ཟླ་འོད|Candraprabha
ཟླ་བའི་འོད|Candraprabha
ཟླ་བའི་འོད|Candraprabha
ཟླ་འོད|Candraprabha
ཟླ་འོད|Candraprabha
ཟླ་འོད|Candraprabha
ཟླ་འོད|Candraprabha
ཟླ་འོད་གཞོན་ནུ|Candraprabha Kumāra
ཟླ་འོད་གཞོན་ནུ|Candraprabha Kumāra
ཉི་ཟླ་སྒྲོན་མ|Candrārkadīpa
ཉི་ཟླ་སྒྲོན་མ|Candrārkadīpa
ཟླ་བའི་དཔལ|Candraśrī
ཟླ་བའི་དཔལ|Candraśrī
ཉི་ཟླའི་འོད་དཔལ|Candrasūryaśrī
ཉི་ཟླའི་འོད་དཔལ|Candrasūryaśrī
ཟླ་བའི་སྙིང་པོ|Candra­garbha
ཟླ་བའི་སྙིང་པོ|Candra­garbha
ཉི་ཟླ་ཟིལ་དུ་རླག་པར་བྱེད་པའི་འོད་དང་ལྡན་པ|Candra­sūrya­jihmī­kara­prabha’s
ཉི་ཟླ་ཟིལ་དུ་རླག་པར་བྱེད་པའི་འོད་དང་ལྡན་པ|Candra­sūrya­jihmī­kara­prabha’s
ཉི་ཟླ་སྒྲོན་མ|Candra­sūrya­pradīpa
ཉི་ཟླ་སྒྲོན་མ|Candra­sūrya­pradīpa
ཉི་ཟླ་སྒྲོན་མ|Candra­sūrya­pradīpa
ཉི་ཟླ་སྒྲོན་མ|Candra­sūrya­pradīpa
ཉི་ཟླ་དང་འཇིག་རྟེན་གསུམ་འཛིན་པ|Candra­sūrya­trailokya­dhārin
ཉི་ཟླ་དང་འཇིག་རྟེན་གསུམ་འཛིན་པ|Candra­sūrya­trailokya­dhārin
ཉི་ཟླ་དྲི་མ་མེད་པའི་འོད་དཔལ|Candra­sūrya­vimala­prabhāsa­śrī
ཉི་ཟླ་དྲི་མ་མེད་པའི་འོད་དཔལ|Candra­sūrya­vimala­prabhāsa­śrī
བྱང་ཆུབ་སེམས་དཔའི་སྡེ་སྣོད|bodhi­sattva­piṭaka
གཟུགས་སུ་རུང་བ|rūpya
གཟུང་བའི་ཚིག|grahaṇa­pada
བརྐུས་པ|muṣita
སྤྱོད་པ་ཅན|caraka
སྤྱོད་པ་བ|caraka
སྤྱོད་པ་བ|caraka
སྤྱོད་པ་པ|caraka
ལྷོག་པ|lohaliṅga
ཕྲིན་ལས་ཆུང་བ|alposuka­tā
བག་མེད་པ|pra­māda
ལྷག་པར་བྱ་བ་བྱེད|kṛtādhi­karoti
སྤྱོད་པའི་བློ་གྲོས|Caryamati
སྤྱོད་པའི་བློ་གྲོས|Caryamati
སྤྱོད་པའི་རྒྱུད|caryātantra
སྤྱོད་པའི་རྒྱུད|caryātantra
སྦྱོད་རྒྱུད|Caryātantra
སྦྱོད་རྒྱུད|Caryātantra
ཟ་མ་ཏོག|samudgaka
ཨེ་རཎྜ|eraṇḍa
འཇིག་རྟེན་སྐྱོང་བ་བཞི་དང་ལྔའི་དཔལ|Catuḥpañca­lokapāla­śrī
འཇིག་རྟེན་སྐྱོང་བ་བཞི་དང་ལྔའི་དཔལ|Catuḥpañca­lokapāla­śrī
རྒྱལ་པོ་ཆེན་པོ་བཞིའི་རིས|Cāturmahā­rāja­kāyika
རྒྱལ་པོ་ཆེན་པོ་བཞིའི་རིས|Cāturmahā­rāja­kāyika
རིག་བྱེད་བཞིའི་དཔལ|Caturvedaśrī
རིག་བྱེད་བཞིའི་དཔལ|Caturvedaśrī
རྒྱལ་ཆེན་བཞིའི་རིས|Catur­mahā­rāja­kāyika
རྒྱལ་ཆེན་བཞིའི་རིས|Catur­mahā­rāja­kāyika
ཙཽ་ར|Caurī
ཙཽ་ར|Caurī
བྱེད་རྒྱུ|kāraṇa
རྒྱུ|kāraņa; hetu
ལེན་པའི་རྒྱུ|upādānakāraṇa
ཤེས་པ་འཇུག|jñānaṃ pra­vartate
ངས་བར་དུ་གཅོད་པའི་ཆོས་གང་དག་བཤད་པ|mayāntar­āyikā­dharmākhyātaḥ
ཤེས་པ་འཇུག|jñānaṃ pra­vartate
འགག་པ|ni­rodha
མི་འགག་པ|a­ni­rodha
ཁང་བརྩེགས|vimāna
ལྷའི་བུ་མོ|devakanyā; apsaras
གཞལ་མེད་ཁང|vimāna
ཙེ་ལུ|Celu
ཙེ་ལུ|Celu
གཙོ་བོ|maṇḍaleśa
སྲོག་ཤིང|yaṣṭi
ཀླད་རྒྱས|gūthaka
སྣམ་སྦྱར|saṃghāṭi
དབྱིངས་སུ་ངེས་པ|dharmā­dhatu­niyata
འགོག་པ|nirodha
ཁྱད་པར་དགའ་བ|viramānanda
འགོག་པའི་ཁམས|ni­rodha­dhātu
འགོག་པའི་སྙོམས་པར་འཇུག་པ|ni­rodha­samāpatti
གཏི་མུག་ཟད་པ|mohakṣaya
འདོད་ཆགས་ཟད་པ|rāga­kṣaya
ཞེ་སྡང་ཟད་པ|dveṣa­kṣaya
ཟག་པ་ཟད་པ|kṣīnāsrava; ā­srava­kṣaya
འགོག་པ་འཕགས་པའི་བདེན་པ|ni­rodhārya­satya
འགོག་པ་འཕགས་པའི་བདེན་པ|ni­rodhārya­satya
འགོག་པ་འཕགས་པའི་བདེན་པ|ni­rodhārya­satya
འགོག་པ་ཤེས་པ|ni­rodha­jñāna
ཟག་པ་ཟད་པ་ཤེས་པ་མངོན་སུམ་དུ་བྱ་བ་ཤེས་པའི་མངོན་པར་ཤེས་པ|āsrava­kṣaya­jñāna­sākṣāt­kriyā­jñānābhi­jñā
འདུ་ཤེས་དང་ཚོར་བ་འགོག་པ་བསྒྲུབས་ཏེ་གནས་པ|saṃ­jnāvedita­nirodhakayena sākṣāt­krtvopa­sam­padya viharati
ཟག་པ་ཟད་པ|kṣīnāsrava; ā­srava­kṣaya
ཟག་པ་ཟད་པ་ཤེས་པ་མངོན་སུམ་དུ་བྱ་བ་ཤེས་པའི་མངོན་པར་ཤེས་པ|āsrava­kṣaya­jñāna­sākṣāt­kriyā­jñānābhi­jñā
གཏི་མུག་ཟད་པ|mohakṣaya
འདོད་ཆགས་ཟད་པ|rāga­kṣaya
ཞེ་སྡང་ཟད་པ|dveṣa­kṣaya
ཕུབ་མའི་སྦྱིན་སྲེག|tuṣahoma
ཨ་པ་མརྒ|apāmārga
འཁོར་ལོ|cakra
དུན་པ|Chanda
དུན་པ|Chanda
འདུན་པ|chanda
འདུན་པ|Chanda
འདུན་པ|Chanda
རྩ|nāḍi; nāḍī
རྩ|nāḍī
གཞི|vastu
ལེའུ|pari­varta
ཚངས་པར་སྤྱོད་པ|brahmacarya
བཙོངས་པ|vikrīta
གདུགས་དམ་པའི་དཔལ|Chattrottama­śrī
གདུགས་དམ་པའི་དཔལ|Chattrottama­śrī
ཤུག་པ|padmaka
སྟོང་གི་འཇིག་རྟེན་གྱི་ཁམས|sāhasra­loka­dhātu
སྟོང་ཆུང་ངུའི་འཇིག་རྟེན་གྱི་ཁམས|sāhasra­loka­dhātu
རྟག་པའི་རིམས|nityajvara
ཀེ་ཀེ་རུ|karketana
སྲུབ་པའི་སྦྱོར་བ|manthānayoga
བི་ཅི་ཀུཎྜ་ལི|Cibikuṇḍalin
བི་ཅི་ཀུཎྜ་ལི|Cibikuṇḍalin
ཤིང་ཚ|tvaca
རྐྱེན་གྱི་རྒྱལ་བ|*pratyayajina
